Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Skriver, K., Roig, M., Lundbye-Jensen, J., Pingel, J., Helge, J.W., Kiens, B., Nielsen, J.B.","Acute exercise improves motor memory: Exploring potential biomarkers",2014,"Neurobiology of Learning and Memory","116",,,"46","58",,64,10.1016/j.nlm.2014.08.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908032985&doi=10.1016%2fj.nlm.2014.08.004&partnerID=40&md5=c399b02e9673a51a920687ac7ca9a5d7",Article,,Scopus,2-s2.0-84908032985
"Basner, M., Spaeth, A.M., Dinges, D.F.","Sociodemographic Characteristics and Waking Activities and their role in the timing and duration of sleep",2014,"Sleep","37","12",,"1889","1906",,28,10.5665/sleep.4238,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914169737&doi=10.5665%2fsleep.4238&partnerID=40&md5=abd32ef121970d444908a45a8e8496be",Article,,Scopus,2-s2.0-84914169737
"Becker, S.P., Luebbe, A.M., Langberg, J.M.","Attention-Deficit/Hyperactivity Disorder Dimensions and Sluggish Cognitive Tempo Symptoms in Relation to College Students’ Sleep Functioning",2014,"Child Psychiatry and Human Development","45","6",,"675","685",,7,10.1007/s10578-014-0436-8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893164980&doi=10.1007%2fs10578-014-0436-8&partnerID=40&md5=7ceb1d11a50581971921f460c09a493c",Article,,Scopus,2-s2.0-84893164980
"Dill, J., McNeil, N., Broach, J., Ma, L.","Bicycle boulevards and changes in physical activity and active transportation: Findings from a natural experiment",2014,"Preventive Medicine","69","S",,"S74","S78",,13,10.1016/j.ypmed.2014.10.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916606000&doi=10.1016%2fj.ypmed.2014.10.006&partnerID=40&md5=5f9b8bb39a1a82f78155fc4889e24878",Article,,Scopus,2-s2.0-84916606000
"Liu, W., Huo, X., Liu, D., Zeng, X., Zhang, Y., Xu, X.","S100β in heavy metal-related child attention-deficit hyperactivity disorder in an informal e-waste recycling area",2014,"NeuroToxicology","45",,,"185","191",,16,10.1016/j.neuro.2014.10.013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911380995&doi=10.1016%2fj.neuro.2014.10.013&partnerID=40&md5=2b27a96071328b3c25976f39efa7f55b",Article,,Scopus,2-s2.0-84911380995
"Vannest, J., Rajagopal, A., Cicchino, N.D., Franks-Henry, J., Simpson, S.M., Lee, G., Altaye, M., Sroka, C., Holland, S.K., Schmithorst, V.J., Hernandez-Garcia, L., Wagner, M., Toga, A., Levitt, J., Byars, A.W., Dimitrijevic, A., Felicelli, N., Kadis, D., Leach, J., Peariso, K., Plante, E., Rupert, A., Schapiro, M., Ly, R., Petrosyan, P., Wang, J.J., Freund, L.","Factors determining success of awake and asleep magnetic resonance imaging scans in nonsedated children",2014,"Neuropediatrics","45","6",,"370","377",,15,10.1055/s-0034-1387816,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929329998&doi=10.1055%2fs-0034-1387816&partnerID=40&md5=e44d95666de081c9b3c99d11bf03fe1d",Article,,Scopus,2-s2.0-84929329998
"Suppli, N.P., Johansen, C., Christensen, J., Kessing, L.V., Kroman, N., Dalton, S.O.","Increased risk for depression after breast cancer: A nationwide population-based cohort study of associated factors in Denmark, 1998-2011",2014,"Journal of Clinical Oncology","32","34",,"3831","3839",,38,10.1200/JCO.2013.54.0419,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912106255&doi=10.1200%2fJCO.2013.54.0419&partnerID=40&md5=d26599445f8185a03143df67fc90abf8",Article,,Scopus,2-s2.0-84912106255
"Barnes, R., Koester, K.A., Waldura, J.F.","Attitudes about providing HIV care: Voices from publicly funded clinics in California",2014,"Family Practice","31","6",,"714","722",,,10.1093/fampra/cmu044,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964698678&doi=10.1093%2ffampra%2fcmu044&partnerID=40&md5=45911c6b319bfc248223e3f0c6267f00",Article,,Scopus,2-s2.0-84964698678
[No author name available],"Discussion",2014,"Surgery (United States)","156","6",,"1620","1621",,,10.1016/j.surg.2014.08.064,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038447525&doi=10.1016%2fj.surg.2014.08.064&partnerID=40&md5=71c0e43b72cd02f90a1da93acac4c59c",Note,,Scopus,2-s2.0-85038447525
"Van Laack, W.","Near-death experiences from a medical perspective [Nahtoderfahrungen aus medizinischer Sicht]",2014,"Deutsche Medizinische Wochenschrift","139","51-52",,"2651","2654",,,10.1055/s-0034-1387363,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925548633&doi=10.1055%2fs-0034-1387363&partnerID=40&md5=14cccf4b42a4ed86799995f2c79a7836",Review,,Scopus,2-s2.0-84925548633
[No author name available],"In this issue",2014,"Perspectives on sexual and reproductive health","46","4",,"183","",,,10.1363/461255,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937152171&doi=10.1363%2f461255&partnerID=40&md5=92c83291139440c5307c6c50259d752a",Editorial,,Scopus,2-s2.0-84937152171
"Pandey, M., Sawhney, A.","Factitious bleeding disorder in a child: an unusual presentation of Munchausen Syndrome",2014,"Indian pediatrics","51","12",,"1019","1020",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946405333&partnerID=40&md5=f884a9b1f4e6bc0c32256b3a93f15d1e",Article,,Scopus,2-s2.0-84946405333
"Moutier, C.","Tactics of the war on suicide",2014,"Depression and Anxiety","31","12",,"961","963",,,10.1002/da.22345,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919769164&doi=10.1002%2fda.22345&partnerID=40&md5=53c1828919384fafd4f2c8747229041e",Article,,Scopus,2-s2.0-84919769164
"Burkhart, J.","An integral model of self-care for clinical psychology graduate students",2014,"Journal of Integral Theory and Practice","9","1",,"55","73",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961323490&partnerID=40&md5=6ef71076bb6f419b9c98bf912428239a",Article,,Scopus,2-s2.0-84961323490
"Kalmbach, D.A., Kingsberg, S.A., Ciesla, J.A.","How changes in depression and anxiety symptoms correspond to variations in female sexual response in a nonclinical sample of young women: A daily diary study",2014,"Journal of Sexual Medicine","11","12",,"2915","2927",,13,10.1111/jsm.12692,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913604972&doi=10.1111%2fjsm.12692&partnerID=40&md5=a97f5733c4676b42d0e579e754dbafc5",Article,,Scopus,2-s2.0-84913604972
"Amelynck, D., Maes, P.-J., Martens, J.P., Leman, M.","Expressive body movement responses to music are coherent, consistent, and low dimensional",2014,"IEEE Transactions on Cybernetics","44","12", 6750704,"2288","2301",,8,10.1109/TCYB.2014.2305998,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913537528&doi=10.1109%2fTCYB.2014.2305998&partnerID=40&md5=ffc7ad4c0e24e7e59228aab181610256",Article,,Scopus,2-s2.0-84913537528
"Wildes, J.E., Marcus, M.D., Cheng, Y., McCabe, E.B., Gaskill, J.A.","Emotion acceptance behavior therapy for anorexia nervosa: A pilot study",2014,"International Journal of Eating Disorders","47","8",,"870","873",,26,10.1002/eat.22241,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914181567&doi=10.1002%2feat.22241&partnerID=40&md5=ee575c333ca846cf50271a99b6415014",Article,,Scopus,2-s2.0-84914181567
"Fletcher, A., Fitzgerald-Yau, N., Jones, R., Allen, E., Viner, R.M., Bonell, C.","Brief report: Cyberbullying perpetration and its associations with socio-demographics, aggressive behaviour at school, and mental health outcomes",2014,"Journal of Adolescence","37","8",,"1393","1398",,10,10.1016/j.adolescence.2014.10.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921904841&doi=10.1016%2fj.adolescence.2014.10.005&partnerID=40&md5=1af17d000ffd8c1c9a1135db59a6c28a",Article,,Scopus,2-s2.0-84921904841
"Johannessen, A., Povlsen, L., Bruvik, F., Ulstein, I.","Implementation of a multicomponent psychosocial programme for persons with dementia and their families in Norwegian municipalities: experiences from the perspective of healthcare professionals who performed the intervention",2014,"Scandinavian journal of caring sciences","28","4",,"749","756",,2,10.1111/scs.12107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028245492&doi=10.1111%2fscs.12107&partnerID=40&md5=cd963d59e3b84c324cd718863ddab396",Article,,Scopus,2-s2.0-85028245492
"Poulton, R., Van Ryzin, M.J., Harold, G.T., Chamberlain, P., Fowler, D., Cannon, M., Arseneault, L., Leve, L.D.","Effects of Multidimensional Treatment Foster Care on psychotic symptoms in girls",2014,"Journal of the American Academy of Child and Adolescent Psychiatry","53","12",,"1279","1287",,8,10.1016/j.jaac.2014.08.014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912068605&doi=10.1016%2fj.jaac.2014.08.014&partnerID=40&md5=9a3ca69a15a7553dbc5f49c937c335cd",Article,,Scopus,2-s2.0-84912068605
"Prows, C.A., Tran, G., Blosser, B.","Whole exome or genome sequencing: Nurses need to prepare families for the possibilities",2014,"Journal of Advanced Nursing","70","12",,"2736","2745",,4,10.1111/jan.12516,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909971855&doi=10.1111%2fjan.12516&partnerID=40&md5=704e015878bfcbfdaf9809621e65fea7",Article,,Scopus,2-s2.0-84909971855
"Raposo, S., El-Gabalawy, R., Erickson, J., Mackenzie, C.S., Sareen, J.","Associations between anxiety disorders, suicide ideation, and age in nationally representative samples of Canadian and American adults",2014,"Journal of Anxiety Disorders","28","8",,"823","829",,3,10.1016/j.janxdis.2014.09.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908498390&doi=10.1016%2fj.janxdis.2014.09.005&partnerID=40&md5=45406383ff0080f9e921feb666c0f487",Article,,Scopus,2-s2.0-84908498390
"Tagawa, R., Hashimoto, H., Matsuda, Y., Uchida, K., Yoshida, A., Higashiyama, S., Kawabe, J., Toshihiro, K., Shiomi, S., Mori, H., Inoue, K.","Correlation between right medial temporal lobe atrophy and persecutory delusions in patients with dementia of the Alzheimer's type demonstrated on VSRAD advance",2014,"Osaka city medical journal","60","2",,"73","80",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928703575&partnerID=40&md5=30466f181b098053c5300e8530de90cb",Article,,Scopus,2-s2.0-84928703575
"Gourlan, M., Sant, F., Boiche, J.","Impact of a supervised exercise program supporting autonomy on the adoption of an active lifestyle among obese adolescents: a Self-Determination Theory perspective",2014,"The Journal of sports medicine and physical fitness","54","6",,"793","801",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925287227&partnerID=40&md5=417058bc1b079614ac6381c35d26f347",Article,,Scopus,2-s2.0-84925287227
"Pacanowski, C.R., Bertz, F., Levitsky, D.A.","Daily self-weighing to control body weight in adults: A critical review of the literature",2014,"SAGE Open","4","4",,"","",16,10,10.1177/2158244014556992,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927664393&doi=10.1177%2f2158244014556992&partnerID=40&md5=f21c1ed7032d7fc0c4edb775e9f1871e",Article,,Scopus,2-s2.0-84927664393
"Zhang, Z.","Monte Carlo based statistical power analysis for mediation models: methods and software",2014,"Behavior research methods","46","4",,"1184","1198",,9,10.3758/s13428-013-0424-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942098549&doi=10.3758%2fs13428-013-0424-0&partnerID=40&md5=bd382f4b315d2d6ff71bed0daed17713",Article,,Scopus,2-s2.0-84942098549
"Scherer, G., Lee, P.N.","Smoking behaviour and compensation: A review of the literature with meta-analysis",2014,"Regulatory Toxicology and Pharmacology","70","3",,"615","628",,15,10.1016/j.yrtph.2014.09.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920902452&doi=10.1016%2fj.yrtph.2014.09.008&partnerID=40&md5=b928ecfa2f5cd5a616b0038ab672d90b",Article,,Scopus,2-s2.0-84920902452
"Da Silva, J.S., Fischer, F.M.","Long-term sickness absence due to mental disorders is associated with individual features and psychosocial work conditions",2014,"PLoS ONE","9","12", e0115885,"","",,,10.1371/journal.pone.0115885,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991106651&doi=10.1371%2fjournal.pone.0115885&partnerID=40&md5=5d0730e363008ca9997342961b2a2feb",Article,Open Access,Scopus,2-s2.0-84991106651
"Ortíz-Gómez, L.D., López-Canul, B., Arankowsky-Sandoval, G.","Factors associated with depression and suicide attempts in patients undergoing rehabilitation for substance abuse",2014,"Journal of Affective Disorders","169",,,"10","14",,7,10.1016/j.jad.2014.07.033,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906330662&doi=10.1016%2fj.jad.2014.07.033&partnerID=40&md5=1b01254cfb7428628ccb5a076313ef64",Article,,Scopus,2-s2.0-84906330662
"Jiang, N., Lee, Y.O., Ling, P.M.","Young adult social smokers: Their co-use of tobacco and alcohol, tobacco-related attitudes, and quitting efforts",2014,"Preventive Medicine","69",,,"166","171",,8,10.1016/j.ypmed.2014.09.013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908051438&doi=10.1016%2fj.ypmed.2014.09.013&partnerID=40&md5=66fa944807528075fc59113d321e8587",Article,,Scopus,2-s2.0-84908051438
"Thompson-Hollands, J., Kerns, C.E., Pincus, D.B., Comer, J.S.","Parental accommodation of child anxiety and related symptoms: Range, impact, and correlates",2014,"Journal of Anxiety Disorders","28","8",,"765","773",,24,10.1016/j.janxdis.2014.09.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949116077&doi=10.1016%2fj.janxdis.2014.09.007&partnerID=40&md5=2b3b674e21168bfc00ec9507313e46d0",Article,,Scopus,2-s2.0-84949116077
"Toseeb, U., Brage, S., Corder, K., Dunn, V.J., Jones, P.B., Owens, M., St Clair, M.C., Van Sluijs, E.M.F., Goodyer, I.M.","Exercise and depressive symptoms in adolescents: A longitudinal cohort study",2014,"JAMA Pediatrics","168","12",,"1093","1100",,20,10.1001/jamapediatrics.2014.1794,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923238881&doi=10.1001%2fjamapediatrics.2014.1794&partnerID=40&md5=f2b7966052eb0845d2fc54f83512233b",Article,,Scopus,2-s2.0-84923238881
"Siegenthaler, J., Walti, C., Urwyler, S.A., Schuetz, P., Christ-Crain, M.","Copeptin concentrations during psychological stress: The PsyCo study",2014,"European Journal of Endocrinology","171","6",,"737","742",,16,10.1530/EJE-14-0405,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911957574&doi=10.1530%2fEJE-14-0405&partnerID=40&md5=34b7d4f8acadfd1db25338d89888882d",Article,,Scopus,2-s2.0-84911957574
"van Dyk, S.","The appraisal of difference: Critical gerontology and the active-ageing-paradigm",2014,"Journal of Aging Studies","31",,,"93","103",,13,10.1016/j.jaging.2014.08.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907708527&doi=10.1016%2fj.jaging.2014.08.008&partnerID=40&md5=2594feb9f48664b4a78aa61fdd913ae0",Article,,Scopus,2-s2.0-84907708527
"Hill, M.","Unpacking emotional baggage",2014,"The practising midwife","17","11",,"42","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925230869&partnerID=40&md5=f5d1b381420cd44b3b1fa90fc70a12b3",Article,,Scopus,2-s2.0-84925230869
"Hagger-Johnson, G.","Commentary: Disparities in tobacco use by sexual orientation amongst high school students",2014,"Preventive Medicine","69",,,"312","313",,,10.1016/j.ypmed.2014.09.023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912012128&doi=10.1016%2fj.ypmed.2014.09.023&partnerID=40&md5=56d9b76cd739d6bc10b96855fd8f2ab6",Note,,Scopus,2-s2.0-84912012128
"Hansen, M., Armour, C., Wittmann, L., Elklit, A., Shevlin, M.","Is there a common pathway to developing ASD and PTSD symptoms?",2014,"Journal of Anxiety Disorders","28","8",,"865","872",,6,10.1016/j.janxdis.2014.09.019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908127161&doi=10.1016%2fj.janxdis.2014.09.019&partnerID=40&md5=5af8103de9d4f0ebc0ffac4d5c4bb6cd",Article,,Scopus,2-s2.0-84908127161
"Ambwani, S., Slane, J.D., Thomas, K.M., Hopwood, C.J., Grilo, C.M.","Interpersonal dysfunction and affect-regulation difficulties in disordered eating among men and women",2014,"Eating Behaviors","15","4",,"550","554",,11,10.1016/j.eatbeh.2014.08.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907532551&doi=10.1016%2fj.eatbeh.2014.08.005&partnerID=40&md5=20d3124d3854fc73992e88cf7cd942c2",Article,,Scopus,2-s2.0-84907532551
"Leichtfried, V., Matteucci Gothe, R., Kantner-Rumplmair, W., Mair-Raggautz, M., Bartenbach, C., Guggenbichler, H., Gehmacher, D., Jonas, L., Aigner, M., Winkler, D., Schobersberger, W.","Short-term effects of bright light therapy in adults with chronic nonspecific back pain: A randomized controlled trial",2014,"Pain Medicine (United States)","15","12",,"2003","2012",,3,10.1111/pme.12503,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919634911&doi=10.1111%2fpme.12503&partnerID=40&md5=5318b0c87c553f7ba4146916e63d9284",Article,,Scopus,2-s2.0-84919634911
"Leuchter, A.F., Hunter, A.M., Tartter, M., Cook, I.A.","Role of pill-taking, expectation and therapeutic alliance in the placebo response in clinical trials for major depression",2014,"British Journal of Psychiatry","205","6",,"443","449",,26,10.1192/bjp.bp.113.140343,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911862398&doi=10.1192%2fbjp.bp.113.140343&partnerID=40&md5=6784cc5b9982834cc70f8c17555fd240",Article,,Scopus,2-s2.0-84911862398
"Szczepek, A.J., Haupt, H., Klapp, B.F., Olze, H., Mazurek, B.","Biological correlates of tinnitus-related distress: An exploratory study",2014,"Hearing Research","318",,,"23","30",,6,10.1016/j.heares.2014.10.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909982612&doi=10.1016%2fj.heares.2014.10.007&partnerID=40&md5=3c3ea8fa04ae4680991585f0e8744551",Article,,Scopus,2-s2.0-84909982612
"Feinberg, T.E., Venneri, A.","Somatoparaphrenia: Evolving theories and concepts",2014,"Cortex","61",,,"74","80",,9,10.1016/j.cortex.2014.07.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914115714&doi=10.1016%2fj.cortex.2014.07.004&partnerID=40&md5=d07128aa622d9b586b7eb00defe0c728",Review,,Scopus,2-s2.0-84914115714
"Sadeghi, T., Nayeri, N.D., Abbaszadeh, A.","Iranian families' experience of receiving support during their patients' surgical process: Qualitative study",2014,"Journal of Nursing Research","22","4",,"268","274",,1,10.1097/jnr.0000000000000055,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936063943&doi=10.1097%2fjnr.0000000000000055&partnerID=40&md5=9da25efb97df5b7dc833c4ad35e361e7",Article,,Scopus,2-s2.0-84936063943
"Gee, K.A., Cho, R.M.","The effects of single-sex versus coeducational schools on adolescent peer victimization and perpetration",2014,"Journal of Adolescence","37","8",,"1237","1251",,3,10.1016/j.adolescence.2014.08.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926459816&doi=10.1016%2fj.adolescence.2014.08.011&partnerID=40&md5=644028b09c341d863da27ba84251b81d",Article,,Scopus,2-s2.0-84926459816
"MacDonald, R., Parry-Cruwys, D., Dupere, S., Ahearn, W.","Assessing progress and outcome of early intensive behavioral intervention for toddlers with autism",2014,"Research in Developmental Disabilities","35","12",,"3632","3644",,26,10.1016/j.ridd.2014.08.036,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925941154&doi=10.1016%2fj.ridd.2014.08.036&partnerID=40&md5=4d81ebf5432ff0a6ec80a6b65127a5ee",Article,,Scopus,2-s2.0-84925941154
"Rescher, N.","The case for cautious conservatism",2014,"Independent Review","19","3",,"435","442",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921749953&partnerID=40&md5=b3ccf3b26ab0af7094e300c216b0d72d",Article,,Scopus,2-s2.0-84921749953
"Chen, R., Tao, F., Ma, Y., Zhong, L., Qin, X., Hu, Z.","Associations between social support and condom use among commercial sex workers in China: A cross-sectional study",2014,"PLoS ONE","9","12", e113794,"","",,5,10.1371/journal.pone.0113794,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914691776&doi=10.1371%2fjournal.pone.0113794&partnerID=40&md5=d29f61dbfdd95bf1ad423c0323ac5d43",Article,Open Access,Scopus,2-s2.0-84914691776
"Phelan, S.K., Wright, V., Gibson, B.E.","Representations of disability and normality in rehabilitation technology promotional materials",2014,"Disability and Rehabilitation","36","24",,"2072","2079",,6,10.3109/09638288.2014.891055,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914689731&doi=10.3109%2f09638288.2014.891055&partnerID=40&md5=1d0789755476ef6f3dc4b57fd804ff0e",Article,,Scopus,2-s2.0-84914689731
"Barthel, D., Barkmann, C., Ehrhardt, S., Bindt, C.","Psychometric properties of the 7-item Generalized Anxiety Disorder scale in antepartum women from Ghana and Côte d'Ivoire",2014,"Journal of Affective Disorders","169",,,"203","211",,10,10.1016/j.jad.2014.08.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908667239&doi=10.1016%2fj.jad.2014.08.004&partnerID=40&md5=ca38891b360753a69b536228976f55df",Article,,Scopus,2-s2.0-84908667239
"Leeners, B., Hengartner, M.P., Rössler, W., Ajdacic-Gross, V., Angst, J.","The role of psychopathological and personality covariates in orgasmic difficulties: A prospective longitudinal evaluation in a cohort of women from age 30 to 50",2014,"Journal of Sexual Medicine","11","12",,"2928","2937",,6,10.1111/jsm.12709,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913613805&doi=10.1111%2fjsm.12709&partnerID=40&md5=70cb208bb02bf158ba06f001545bf068",Article,,Scopus,2-s2.0-84913613805
"Garcia-Lopez, L.J., Díaz-Castela, M.D.M., Muela-Martinez, J.A., Espinosa-Fernandez, L.","Can parent training for parents with high levels of expressed emotion have a positive effect on their child's social anxiety improvement?",2014,"Journal of Anxiety Disorders","28","8",,"812","822",,14,10.1016/j.janxdis.2014.09.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908509854&doi=10.1016%2fj.janxdis.2014.09.001&partnerID=40&md5=30ec8755edbfff931140fc9abdc164bc",Article,Open Access,Scopus,2-s2.0-84908509854
"Pope, L., Hanks, A.S., Just, D.R., Wansink, B.","New year's res-illusions: Food shopping in the new year competes with healthy intentions",2014,"PLoS ONE","9","12", e0110561,"","",,7,10.1371/journal.pone.0110561,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952002874&doi=10.1371%2fjournal.pone.0110561&partnerID=40&md5=5bb0ebca3e32a6aa8791778cfdbf03a3",Article,Open Access,Scopus,2-s2.0-84952002874
"Sacks, R.M., Greene, J., Hibbard, J.H., Overton, V.","How well do patient activation scores predict depression outcomes one year later?",2014,"Journal of Affective Disorders","169",,,"1","6",,10,10.1016/j.jad.2014.07.030,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906331140&doi=10.1016%2fj.jad.2014.07.030&partnerID=40&md5=e40452553fb9d6094341c327a6b1446d",Article,,Scopus,2-s2.0-84906331140
"Nowicka, P., Flodmark, C.-E., Hales, D., Faith, M.S.","Assessment of parental overt and covert control of child's food intake: A population-based validation study with mothers of preschoolers",2014,"Eating Behaviors","15","4",,"673","678",,5,10.1016/j.eatbeh.2014.10.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908328292&doi=10.1016%2fj.eatbeh.2014.10.001&partnerID=40&md5=6fd3ffbe7b38d685a99006c2f2cb0dfc",Article,Open Access,Scopus,2-s2.0-84908328292
"Festré, A., Garrouste, P.","Somebody may scold you! A dictator experiment",2014,"Journal of Economic Psychology","45",,,"141","153",,,10.1016/j.joep.2014.09.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908401982&doi=10.1016%2fj.joep.2014.09.005&partnerID=40&md5=07a53cf26226878e9fb50fbeca758918",Article,,Scopus,2-s2.0-84908401982
"Antonaci, F., Voiticovschi-Iosob, C., Di Stefano, A.L., Galli, F., Ozge, A., Balottin, U.","The evolution of headache from childhood to adulthood: a review of the literature",2014,"Journal of Headache and Pain","15","1", 15,"1","11",,29,10.1186/1129-2377-15-15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957604878&doi=10.1186%2f1129-2377-15-15&partnerID=40&md5=4a19cc25378a731048eba69e2641c16b",Article,Open Access,Scopus,2-s2.0-84957604878
"Toohill, J., Fenwick, J., Gamble, J., Creedy, D.K., Buist, A., Turkstra, E., Ryding, E.-L.","A Randomized Controlled Trial of a Psycho-Education Intervention by Midwives in Reducing Childbirth Fear in Pregnant Women",2014,"Birth","41","4",,"384","394",,31,10.1111/birt.12136,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911961981&doi=10.1111%2fbirt.12136&partnerID=40&md5=d9c97fe0bdcce5c033873fed9ec8482a",Article,,Scopus,2-s2.0-84911961981
"Lever Taylor, B., Strauss, C., Cavanagh, K., Jones, F.","The effectiveness of self-help mindfulness-based cognitive therapy ina student sample: A randomised controlled trial",2014,"Behaviour Research and Therapy","63",,,"63","69",,13,10.1016/j.brat.2014.09.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910624195&doi=10.1016%2fj.brat.2014.09.007&partnerID=40&md5=7e401d12a9806b768eabd3489f2f0ec2",Article,,Scopus,2-s2.0-84910624195
"Dodd, D., Smith, A., Bodell, L.","Restraint feeds stress: The relationship between eating disorder symptoms, stress generation, and the interpersonal theory of suicide",2014,"Eating Behaviors","15","4",,"567","573",,7,10.1016/j.eatbeh.2014.08.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907569742&doi=10.1016%2fj.eatbeh.2014.08.004&partnerID=40&md5=8699a4430a3bfa25f88968962c5cedbf",Article,,Scopus,2-s2.0-84907569742
"Mullen, K., Holliday, R., Morris, E., Raja, A., Surís, A.","Cognitive processing therapy for male veterans with military sexual trauma-related posttraumatic stress disorder",2014,"Journal of Anxiety Disorders","28","8",,"761","764",,2,10.1016/j.janxdis.2014.09.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908031744&doi=10.1016%2fj.janxdis.2014.09.004&partnerID=40&md5=baf3ea3a9b8f5651c1d69d7da9627d14",Article,,Scopus,2-s2.0-84908031744
"Vannorsdall, T.D., Kueider, A.M., Carlson, M.C., Schretlen, D.J.","Higher baseline serum uric acid is associated with poorer cognition but not rates of cognitive decline in women",2014,"Experimental Gerontology","60",,,"136","139",,12,10.1016/j.exger.2014.10.013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912134486&doi=10.1016%2fj.exger.2014.10.013&partnerID=40&md5=a24b1e21b5dcee043ed99a40f537cc5a",Article,,Scopus,2-s2.0-84912134486
"Winstanley, A., Sperotto, R.G., Putnick, D.L., Cherian, S., Bornstein, M.H., Gattis, M.","Consistency of maternal cognitions and principles across the first five months following preterm and term deliveries",2014,"Infant Behavior and Development","37","4",,"760","771",,2,10.1016/j.infbeh.2014.09.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908610227&doi=10.1016%2fj.infbeh.2014.09.005&partnerID=40&md5=8bc7c51a41cc34c4364c20f4c48a32e1",Article,Open Access,Scopus,2-s2.0-84908610227
"Clark-Wilson, J., Giles, G.M., Baxter, D.M.","Revisiting the neurofunctional approach: Conceptualizing the core components for the rehabilitation of everyday living skills",2014,"Brain Injury","28","13-14",,"1646","1656",,6,10.3109/02699052.2014.946449,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911439211&doi=10.3109%2f02699052.2014.946449&partnerID=40&md5=0937f7533a86aa22f57200cfb27dcaa9",Article,,Scopus,2-s2.0-84911439211
